doc_id,chunk_id,is_macro,chunk_text
16,2,True,"Brent: 82,02 (+0,34%). Золото: 2 125,91 (-0,11%). Газ: 1,964 (-0,56%). Что еще • Совет директоров Московской биржи рекомендовал выплату дивидендов по итогам 2023 года. Размер дивиденда — 17,35 рубля на акцию. Доходность — около 8,5%. • К 2026 году транзит российского газа в Узбекистан через Казахстан может быть увеличен в четыре раза, до 11 млрд кубометров. При этом стоимость поставок газа из России в Узбекистан в 2023 году составляла около $160 за одну тысячу кубометров, что гораздо ниже, чем цена продажи в Турцию или Китай. Тем не менее пока страны Средней Азии остаются единственным альтернативным направлением для Газпрома после резкого сокращения поставок в Европу в последние два года, замечают эксперты. • Казахстан планирует нарастить трубопроводные поставки нефти в Германию через Россию по нефтепроводу Дружба до 2 млн тонн."
16,3,True,"• Казахстан планирует нарастить трубопроводные поставки нефти в Германию через Россию по нефтепроводу Дружба до 2 млн тонн. Это в 1,7 раза больше объема, заложенного в действующем контракте. Согласно текущему соглашению Казтрансойла с Транснефтью, объем поставок нефти из Казахстана в направлении Германии на 2024 год составляет 1,2 млн тонн. • Нефтегазовые доходы федерального бюджета РФ в феврале превзошли месячный базовый уровень и составили 946 млрд рублей. Это случилось после двух месяцев «недобора» — в декабре и январе. Прирост нефтегазовых доходов в прошлом месяце обеспечило увеличение сборов по налогу на добычу полезных ископаемых (НДПИ) на 43% месяц к месяцу. Причиной же роста сборов по НДПИ стали поправки в законодательстве, которые повысили налоговую ставку. #новости"""
17,0,True,"""ЦБ РФ может поднять ключевую ставку выше 20% в случае новых рисков На что стоит обратить внимание сегодня Компании • Аренадата: начало торгов акциями компании на Московской бирже (16:00 мск). Торговый код — DATA. Валютные курсы (ЦБ РФ) USD/RUB: 93,22 (+0,55%). EUR/RUB: 104,17 (+0,68%). CNY/RUB: 13,24 (+0,20%). Товарно-сырьевой рынок (9:30) Urals: 65,77 (-0,12%). Brent: 71,64 (-0,02%). Золото: 2 645,32 (+0,40%). Газ: 2,903 (-0,68%). Что еще • Банк России не исключает роста ключевой ставки выше рекордных 20% в случае появления новых рисков для экономики РФ. Об этом заявил глава департамента денежно-кредитной политики Центробанка Кирилл Тремасов. Он также напомнил, что по итогам сентябрьского заседания совета директоров, когда ставка выросла до 19%, ЦБ РФ давал сигнал о возможном дальнейшем ужесточении денежно-кредитной политики."
17,1,True,"Он также напомнил, что по итогам сентябрьского заседания совета директоров, когда ставка выросла до 19%, ЦБ РФ давал сигнал о возможном дальнейшем ужесточении денежно-кредитной политики. Между тем в Банке России допускают, что инфляция в стране по итогам 2024 года, вероятнее всего, превысит текущий официальный прогноз в 6,5—7%. • Страны ОПЕК+ продолжат добровольно сокращать добычу нефти с октября по декабрь на 2,2 барреля в сутки. Ранее страны альянса, включая Россию и Саудовскую Аравию, договаривались о постепенном восстановлении производства с октября. Решение о переносе сроков увеличения нефтедобычи было принято после анализа состояния рынка, пояснил вице-премьер РФ Александр Новак. • Курс юаня в России обновил годовой максимум. В последний день сентября он достиг 13,24 рубля."
17,2,True,"• Курс юаня в России обновил годовой максимум. В последний день сентября он достиг 13,24 рубля. Отчасти это объясняется динамикой на мировом валютном рынке после смягчения монетарной политики ФРС, а также внутренними факторами: низким предложением валюты от российских экспортеров и увеличением спроса со стороны импортеров. В ближайшие недели объем операций крупных участников на внебиржевом валютном рынке будет возрастать, что неизбежно приведет к росту волатильности торгов, считают эксперты. • В Госдуме рассмотрят законопроект, который предполагает введение налога на сверхприбыль банков. Он будет определяться как превышение средней арифметической величины прибыли за 2023 год и прибыли за 2024 год над средней арифметической величиной прибыли за 2022 год и прибыли за 2021 год. Ставка предполагаемого налога устанавливается в размере 10% без возможности скидки при досрочной уплате."
17,3,False,"Ставка предполагаемого налога устанавливается в размере 10% без возможности скидки при досрочной уплате. #новости"""
18,0,True,"""Нефть бьет антирекорды  Сорт Brent к 17.35 мск пробил от метку в $86 за баррель – впервые за последние девять месяцев. За день Brent потерял больше 5%. Американская WTI подешевела на 6% до $78,4 за баррель. Цены на нефть падают четвертую неделю подряд. Инвесторы боятся рецессии в глобальной экономике из-за того, что центробанки по всему миру продолжают повышать ставки. А экономический спад приведет и к снижению спроса на энергоресурсы. Одновременно страны Евросоюза решили ускорить обсуждение введения потолка цен на российскую нефть. Ограничения хотят ввести в ближайшие недели. Нефть дешевеет на фоне укрепления доллара. Индекс валюты за день прибавил 1,2%, приблизившись к рекордным пикам двадцатилетней давности. Рубль при этом, наоборот,  укрепился до 57,57 за доллар. #новости"""
19,0,True,"""Инфляция в некоторых странах мира в 2023, в годовом выражении. #цифры • Китай 0.7% • Швейцария 2.9% • Саудовская Аравия 3.0% • Россия 3.15% • Япония 3.3% • Испания 3.3% • Франция 5.6% • США 5.0% • Индия 5.7% • Еврозона 6.9% • Германия 7.4% • Великобритания 10.4% • Швеция 12% • Польша 16.2% • Турция 50.5% • Аргентина 102.5% • Венесуэла 538.0%  """
21,0,False,"""Это замыкает Новатэк (NVTK) на одного покупателя — Китай. Один покупатель — это дисконты по цене. #аналитика  Например, в нефтяной отрасли именно наличие двух крупных покупателей — Китая и Индии — позволяет избегать больших дисконтов. Но нефть и не под SDN. А Арктик СПГ-2 под SDN. И минимизировать дисконт будет сложно. """
22,0,True,"""​​Грядущий дефицит меди может сорвать планы по переходу к зеленой энергетике   ️ Следует из нового отчета S&P Global. Согласно выводам экспертов, именно от меди в значительной степени будет зависеть переход к «полностью электрическому будущему» и достижение некоторыми странами целей по нулевым выбросам к 2050 году. Если на рынке в ближайшие годы не появится «нового значительного предложения» этого металла, климатические цели «останутся недостижимыми», полагают аналитики. Детали   Электромобили, солнечная и ветровая энергия, аккумуляторы для хранения энергии — все работает на меди, замечает CNBC News. По данным S&P Global, для электромобиля требуется в 2,5 раза больше меди, чем для автомобиля с двигателем внутреннего сгорания."
22,1,False,"По данным S&P Global, для электромобиля требуется в 2,5 раза больше меди, чем для автомобиля с двигателем внутреннего сгорания. А солнечная энергия и оффшорная ветроэнергетика требуют соответственно в два и пять раз больше меди на мегаватт установленной мощности, чем электроэнергия, вырабатываемая с использованием природного газа или угля. Также благодаря своей электропроводности медь играет ключевую роль в инфраструктуре, созданной для транспортировки возобновляемой энергии. Этот металл используется для производства кабелей, транзисторов и инверторов для этой инфраструктуры. «Медь — это металл электрификации, а электрификация — это большая часть энергетического перехода», — заметил вице-председатель S&P Global Дэниел Ергин. В связи с этим специалисты прогнозируют, что в течение следующего десятилетия — к 2035 году — спрос на медь увеличится почти вдвое, до 50 млн метрических тонн."
23,0,True,"""​​Чего ждать 5 декабря? Именно в этот день ЕС, страны G7 и Австралия планируют ввести потолок цен на российскую нефть, поставляемую морским путем. Суть в том, что компании этих стран смогут закупать и возить российскую нефть только по цене ниже установленной (в противном случае — запрет). С 5 февраля 2023-го аналогичное ограничение должно вступить в силу и для морских поставок российских нефтепродуктов. В результате этих ограничений экспорт российской нефти может сократиться примерно на 1 млн барр./сутки (сейчас Россия поставляет около 3,5 млн барр./сутки). Американские прогнозы еще более пессимистичны. Так, представитель Минфина США ждет сокращения экспорта российской нефти на 1—2 млн барр./сутки. К нижней границе этого диапазона (то есть -2 млн барр./сутки) склоняются и аналитики J.P. Morgan."
23,1,True,"Так, представитель Минфина США ждет сокращения экспорта российской нефти на 1—2 млн барр./сутки. К нижней границе этого диапазона (то есть -2 млн барр./сутки) склоняются и аналитики J.P. Morgan. Они считают, что после введения ценовых ограничений Россия сможет выйти на текущие объемы экспорта сырой нефти не ранее 2024 года, а нефтепродуктами — не ранее 2025 года. Как не допустить сокращения экспорта? Россия может: 1️⃣ согласиться продавать нефть по цене не выше установленной, 2️⃣ либо перенаправить поставки, возить нефть на своих танкерах и страховать эти судна (то есть справляться самостоятельно без привлечения западных перевозчиков и страховщиков). В каждом из вариантов есть свое но. В первом — политика. Российские власти уже заявили, что Россия не будет поставлять нефть странам, которые поддерживают ценовые ограничения. Во втором — нехватка собственных нефтяных танкеров."
23,2,True,"В первом — политика. Российские власти уже заявили, что Россия не будет поставлять нефть странам, которые поддерживают ценовые ограничения. Во втором — нехватка собственных нефтяных танкеров. Чтобы избежать сокращения экспорта на 1 млн барр./сутки, России нужно увеличить свой флот примерно на треть, по оценкам аналитика фонда “Институт энергетики и финансов”. В таком случае ей нужны:  157 судов типа Aframax (перевозят ок. 600 тыс. барр.),  65 судов Suezmax (ок. 1 млн барр.), 18 судов VLCC (ок. 2 млн барр.). Из них 60 судов уже принадлежат российским компаниям, по данным того же аналитика. Еще 70 старых судов (отслуживших 15 лет и более) в этом году проданы компаниям, которые могли бы возить российскую нефть, не подчиняясь ценовым ограничениям. Возможно, речь о восточных партнерах, например из Китая и Индии, которые в этом году охотно наращивали закупки российской нефти."
23,3,True,"Возможно, речь о восточных партнерах, например из Китая и Индии, которые в этом году охотно наращивали закупки российской нефти. Но даже при таком раскладе сохраняется дефицит в 110 танкеров. Причем больше всего не хватает танкеров для транспортировки нефтепродуктов. Нагрузка на мировой танкерный флот неминуемо вырастет, как и цены на перевозку российской нефти, чтобы привлечь желающих не подчиняться западным ограничениям. Уже сейчас дефицит нефтяных танкеров проявляется в ставках фрахта, которые достигли новых максимумов в ноябре. #россия #сырье"""
24,1,False,"В таких условиях крупные игроки, среди которых — Инарктика, будут выигрывать. Компания уже приобрела несколько отечественных заводов, чтобы нарастить производство и избавиться от необходимости в зарубежных поставках. Высокая социальная значимость. Доля Инарктики на отечественном рынке товарного атлантического лосося оценивается примерно в 22%. То есть компания является существенным поставщиком продовольствия для населения. А значит, при необходимости она может получить помощь от государства. Может возобновить публикацию отчетов и показать мощные финансовые результаты. Инарктика не публикует отчеты по МСФО с 2021 года. При этом ее производственное подразделение (ООО «Инарктика СЗ») продолжает отчитываться по РСБУ. Исторически некоторые показатели из отчета по РСБУ были сопоставимы с показателями по МСФО (наименьшая разница наблюдалась в показателях выручки и долга)."
24,2,False,"Исторически некоторые показатели из отчета по РСБУ были сопоставимы с показателями по МСФО (наименьшая разница наблюдалась в показателях выручки и долга). Мы проанализировали прошлые отчеты по МСФО и текущие по РСБУ и подсчитали, что выручка Инарктики в 2022 году могла вырасти на 48% г/г, а чистая прибыль — аж на 66% г/г. Впечатляющие цифры. Да, они могут быть неточными. Достоверные мы узнаем только после того, как компания возобновит отчеты по МСФО. Но, учитывая благоприятные условия на рынке, 2022 год могу выдаться действительно удачным для Инарктики. Текущий год тоже может быть таким, ведь дефицит предложения и высокие цены на продукцию сохраняются. Акции пока в тени и выглядят дешево по мультипликаторам. С начала 2023 года бумаги Инарктики совсем не выросли, тогда как индекс Мосбиржи в плюсе уже на 35%."
24,3,False,"Акции пока в тени и выглядят дешево по мультипликаторам. С начала 2023 года бумаги Инарктики совсем не выросли, тогда как индекс Мосбиржи в плюсе уже на 35%. Если взять нашу оценку прибыли за 2022 год, то текущий мультипликатор P/E у акций компании составляет всего 5,2х. Это ниже среднего за последние два года и ниже мультипликаторов, с которыми сейчас торгуются акции других продовольственных компаний. Поэтому мы открываем идею на покупку акций Инарктики. Таргет на 12 месяцев — 800 рублей за акцию. Потенциал роста от текущих уровней — 31%. Однако отметим, что акции компании подойдут инвесторам, толерантным к риску. Инарктика тоже может сталкиваться с дефицитом мальков для выращивания рыб, а также с сокращением спроса из-за снижения доходов населения России. Более того, консолидированные результаты компании могут оказаться хуже наших расчетов."
24,4,False,"Более того, консолидированные результаты компании могут оказаться хуже наших расчетов. А еще акции Инарктики не могут похвастаться высокой ликвидностью. Подробнее о компании рассказываем в обзоре. Инарктика уже есть в портфеле нашей стратегии автоследования Тинькофф Старт RUB. Подписчики стратегии первыми узнали об этой торговой идее. Маргарита Яковлева, аналитик Тинькофф Инвестиций #россия #идея"""
25,0,True,"""Экспорт трубопроводного газа из России в Европу увеличился на 27% На что стоит обратить внимание сегодня Компании • Московская биржа опубликует данные по торговым оборотам за прошлый месяц. В июне 2023 года совокупный объем торгов на рынках Мосбиржи составил 97,3 трлн рублей (рост на 32,4% год к году). При этом в мае 2024 года показатель достиг 126,7 трлн рублей (+34,5% год к году). • Суд рассмотрит жалобу X5 Retail Group на приостановление корпоративных прав в ООО «Корпоративный центр ИКС 5». Завершение судебного процесса предполагает, что российская «дочка» сможет получить листинг на Мосбирже. Валютные курсы (ЦБ РФ) USD/RUB: 87,30 (+1,81%). EUR/RUB: 93,96 (+1,67%). CNY/RUB: 11,80 (+1,95%). Товарно-сырьевой рынок (9:30) Urals: 75,35 (+0,27%). Brent: 86,57 (+0,29%). Золото: 2 329,41 (-0,12%). Газ: 2,469 (-0,43%)."
