doc_id,chunk_id,is_macro,chunk_text
63,0,True,"""Динамика импорта товаров из азиатских стран в Россию  Так выглядит «разворот на восток». #цифры  """
65,2,True,"Кроме того, эмитент вправе ограничивать раскрытие данных, если против компаний введены ограничения, либо она ведет бизнес «на территории новых регионов России». Представители ЦБ и Мосбиржи неоднократно говорили, что отказ публиковать отчеты негативно сказывается на фондовом и финансовом рынке — доверие инвесторов падает, а риски растут. При этом представители бизнеса (РСПП) просили Минфин продлить возможность не публиковать данные. #новости"""
66,0,True,"""Минимальный free-float на IPO, дивы и купоны на ИИС-3 О чем рассказала Эльвира Набиуллина Эльвира Набиуллина выступила на конференции «Российский фондовый рынок 2024» организатором которой выступила НАУФОР (Национальная ассоциация участников фондового рынка). Собрали главные тезисы из выступления главы ЦБ  • Банк России обсудит введение минимального порога free-float (доли акций в свободном обращении) для компаний, проводящих IPO. По мнению Эльвиры Набиуллиной, введение минимального значения free-float сможет увеличить ликвидность и способствует качественному ценообразованию. • ЦБ рассмотрит возможность зачислять дивиденды и купоны по бумагам с ИИС-3 на другие счета. Сейчас новый тип ИИС подразумевает только реинвестирование средств внутри счета. Однако ЦБ готов обсуждать и другие варианты, чтобы сделать ИИС-3 более привлекательным."
66,1,True,"Сейчас новый тип ИИС подразумевает только реинвестирование средств внутри счета. Однако ЦБ готов обсуждать и другие варианты, чтобы сделать ИИС-3 более привлекательным. • Регулятор планирует опубликовать законопроект, в рамках которого добавится дополнительное требование к покупкам неквалами бумаг компаний с недостаточным раскрытием информации. Неквалифицированные инвесторы должны будут проходить дополнительное тестирование перед сделками с такими акциями. При этом Эльвира Набиуллина признает, что эмитенты в ближайшее время не смогут вернуться к прежним объемам раскрытия информации из-за сохранения экономических рисков. Задачей ЦБ будет найти баланс между раскрытием информации и прозрачностью эмитентов для инвесторов. #новости"""
68,0,True,"""​​Ростелеком: больше прибыль, больше возможностей За первые 6 месяцев этого года отчитался крупный российский провайдер цифровых сервисов Ростелеком. Главное из отчета (изменения показателей относительно первого полугодия 2022-го года): • Выручка: 324,5 млрд руб. (+15%); • Операционная прибыль: 58,6 млрд руб. (+11%); • Чистая прибыль: 26,9 млрд руб. (+18%); • Прибыль на акцию: 7,31 руб. (+11%); • OIBDA: 135,1 млрд руб. (+8%); • FCF (свободный денежный поток): 73,6 млрд руб (+387%). К 16:57 по МСК цена RTKM — 77,36 руб за акцию (+2,57% по сравнению с ценой закрытия предыдущего дня). Долгое время провайдер отказывался от публикации отчетов. Самый свежий до сегодняшнего показывал результаты за 4-й квартал 2021-го года. Дивиденды были выплачены только за 2021 год. Позитивный отчет увеличивает шансы, что в 2023 году выплата все-таки состоится, хотя пока совет директоров ее не согласовал."
71,0,True,""" Эйфория: индекс Жадности и Страха РДВ выше 80. #цифры #факты Значение индекса ЖиС РДВ сегодня составило 84.80 — это второе самое высокое значение в истории. Выше 80 индекс задерживался с 2014 года всего четыре раза: • Перед санкциями США и падением нефти в 2017 году • Перед ковидом • Перед началом СВО • Сейчас Индикатор жадности и страха показывает настроение инвесторов. В периоды большого страха рынки могут необоснованно сильно упасть. А в периоды большой жадности, активы часто растут выше справедливой цены. На фото — график индекса Жадности и Страха с 2014 года. Индекс Жадности и Страха: как предвидеть эйфорию и массовые распродажи на рынке. """
73,0,True,"""Юнипро выпустила сильный отчет Российская энергетическая компания Юнипро опубликовала свои результаты за 2022 г. по МСФО. • Выручка — 105,80 млрд руб. (+20% г/г) • EBITDA — 42,04 млрд руб. (+40% г/г) • Операционная прибыль — 25,22 млрд руб. (+151% г/г) • Чистая прибыль — 21,27 млрд руб. (+158% г/г) • Чистая прибыль на скорректированной основе — 27,45 млрд руб. (+53% г/г) На 13.26 бумаги Юнипро стоят 1,577 руб. (+3,21%). Комментарий аналитика Тинькофф Инвестиций Алдара Цыбикова: Юнипро выпустил сильные финансовые результаты и по итогам всего 2022 года, и по итогам 4 квартала в частности. Они позволяют выплатить щедрые дивиденды за 2022 год, однако пока дивиденды не могут быть рекомендованы, поскольку основным владельцем компании является немецкий Uniper, а ему нужно разрешение российских властей на продажу Юнипро."
74,0,True,"""️️️ Перегруженные долгом компании больше других пострадают от повышения ставки ЦБ, сообщает источник РДВ. #аналитика  До 18% может быть повышена ставка ЦБ на заседании в пятницу, считают источники РДВ  """
75,0,True,"""️ ЦБ снизил ключевую ставку до 7,5% годовых   Совет директоров Банка России принял решение снизить ключевую ставку на 50 б.п., до 7,50% годовых   «Текущие темпы прироста потребительских цен остаются низкими, способствуя дальнейшему замедлению годовой инфляции. Это связано как с влиянием набора разовых факторов, так и со сдержанным потребительским спросом. Динамика деловой активности складывается лучше, чем Банк России предполагал в июле. Однако внешние условия для российской экономики остаются сложными и по-прежнему значительно ограничивают экономическую деятельность. На повышенном уровне остаются инфляционные ожидания населения и ценовые ожидания предприятий», — отметили представители регулятора. О снижении ставки говорили и аналитики Тинькофф Инвестиций До конца года ставка может опуститься до 7–7,5%. При этом в 2023 г. снижение ставки маловероятно."
75,1,True,"О снижении ставки говорили и аналитики Тинькофф Инвестиций До конца года ставка может опуститься до 7–7,5%. При этом в 2023 г. снижение ставки маловероятно. Более того, по мнению аналитиков Тинькофф, есть предпосылки для ее повышения. Банк России может ужесточить денежно-кредитную политику, немного повысив ставку, на фоне возможной девальвации рубля, увеличения бюджетного дефицита и высоких рисков стагфляции в ведущих экономиках мира. По мнению аналитиков, ставка в следующем году будет в среднем на уровне около 8%. Напомним, 28 февраля ЦБ повысил ставку с 9,5% сразу до 20%. Регулятор объяснил решение кардинальным изменением внешних условий. С 8 апреля регулятор стал снижать ставку. 22 июля ее установили на уровне 8%. #новости"""
76,0,True,""" РДВ — это топ-медиа о фондовом рынке РФ. Впереди брокеров и банков РДВ собирает вокруг себя интеллектуальных и думающих читателей и профессионалов, которые растут вместе с РДВ. На канале РДВ вы найдёте: • Бьющую точно в цель зарабатывающую аналитику по российским ценным бумагам, рублю и нефти. • Информацию от источников РДВ: крупнейших частных инвесторов и инвестфондов, чиновников, топ-менеджеров компаний. • Справедливую оценку российских акций. С чего начать:  Школа фундаментального анализа РДВ: • Экспертные разборы компаний и событий #аналитика • Справедливые стоимости акций #оценка • Всё о курсе рубля #оракул_рубля • Топ главных новостей за неделю #weekly • Важная статистика по рынку и экономике #цифры РДВ. Влияем на рынки с 2008 года. Дисклеймер: РынкиДеньгиВласть - это аналитический сервис, который публикует аналитику информацию источников."
77,0,True,"""Льготную ипотеку продлят: что будет с застройщиками? Правительство будет сворачивать льготную ипотеку, но плавно, заявил в четверг президент Владимир Путин. Программа должна была закончиться 31 декабря, но президент поручил продлить ее на территории всей страны до 1 июля 2024 года. При этом ставка должна вырасти с 7% до 8%. Президент также поручил расширить доступ к семейной ипотеке, которая станет «основным инструментом». До сих пор семейную ипотеку могли получать семьи, чьи дети родились начиная с 2018 года. Теперь правительству поручено обеспечить доступ к ипотечным кредитам по ставке 6% для всех семей, у которых как минимум два ребенка не достигли возраста 18 лет. Мнение аналитика Тинькофф Инвестиций Кирилла Комарова   Продление льготной ипотеки, естественно, поддержит бизнес застройщиков, ведь большое количество проектов зависят от стабильного роста выдачи таких кредитов."
77,1,True,"Но наш взгляд, эта мера носит более популистский характер. С точки зрения экономики, этот шаг выглядит спорным. Отрасль строительства, по сути, стала зависимой от программы государственного стимулирования, которая поддерживает пузырь на рынке недвижимости. В некотором смысле, льготная ипотека — это аналог монетарного стимулирования экономики, и поэтому ее сохранение несет инфляционные риски и риски снижения доходов населения. Не зря Минфин и ЦБ рекомендовали не продлять льготную ипотеку. #новости"""
78,2,True,"• Южуралзолото: заседание совета директоров. На повестке вопрос выплаты дивидендов за 2023 год. • CarMoney: заседание совета директоров. На повестке вопрос выплаты дивидендов за 2023 год. Фьючерсы (9:30) Сегодня утром фьючерсы на индекс Мосбиржи (+0,17%) и индекс РТС (+0,31%) растут. Валютный рынок (9:30) USD/RUB: 89,96 (-0,06%). EUR/RUB: 97,31 (-0,31%). CNY/RUB: 12,37 (-0,18%). Товарно-сырьевой рынок (9:30) Urals: 68,79 (-0,09%). Brent: 81,14 (+0,08%). Золото: 2 336,65 (+0,34%). Газ: 2,690 (+0,64%). Что еще • Япония расширила санкции против России. Всего в санкционные списки было внесено 24 физических лица и 78 организаций, в том числе: Уральский завод гражданской авиации, Горьковский автозавод, Московский физико-технический институт и Фонд национального благосостояния. Активы попавших в санкционные списки физлиц и организаций будут заморожены в случае их нахождения в Японии."
78,3,True,"Активы попавших в санкционные списки физлиц и организаций будут заморожены в случае их нахождения в Японии. Кроме этого, новые ограничения предполагают полный запрет на осуществление финансовых операций с лицами, находящимися под санкциями. Япония также расширила экспортные ограничения в отношении порядка 80 российских организаций, включая КАМАЗ, Мегафон и фонд Сколково. • Норникель планирует построить завод по выпуску платины в Бахрейне для решения проблемы отказа от российского металла. Предполагается создание совместного предприятия с местным партнером. • Мосбиржа присматривается к азиатским рынкам и, вероятно, в среднесрочной перспективе начнет предлагать российским инвесторам доступ к ним. При этом в качестве самых интересных и перспективных с точки зрения ситуации в экономике и потенциала роста фондового рынка отечественная биржевая площадка выделяет Индию, Филиппины и Вьетнам."
79,0,True,"""Минфин разместит ОФЗ на 40 млрд рублей  Это больше, чем собирались, но все равно немного. Минфин до конца сентября разместит три новых выпуска ОФЗ на 40 млрд рублей. Первый аукцион пройдет 14 сентября, другие два — 21 и 28 сентября. Минфин планирует предлагать бумаги от 5 до 10 лет на сумму 30 млрд рублей, от 10 лет — на 10 млрд рублей. Ранее министерство планировало сделать тестовое размещение ОФЗ на совсем небольшой объем в 10-20 млрд рублей, чтобы «не пугать рынок» (слишком большой размер займов мог привести к давлению на цены старых выпусков ОФЗ). ️Аналитики Тинькофф Инвестиций: Минфин действует, согласно озвученному плану. Для рынка повышение объема размещения до 40 млрд рублей совершенно незначительно, реакции в динамике ОФЗ не будет. #новости"""
80,1,True,"Помимо них, в недельном ралли приняли участие акции более спекулятивных компаний роста. Все это подтолкнуло инновационный биржевой фонд ARK Кэти Вуд на 15%. ️ Азиатские рынки торгуются разнонаправленно Широкий индекс акций Азии (за исключением Японии) MSCI AC Asia ex Japan Index вырос сегодня примерно на 0,8%, японский Nikkei снизился на 0,6%, гонконгский Hang Seng и китайский CSI 300 увеличились на 2,6% и 1,4% соответственно, в то время как южнокорейский Kospi практически не изменился. ️ Китай готовит масштабные меры для предотвращения имущественного кризиса в стране Речь идет о порядка 16 мерах, которые предполагают как «разрешение кризиса ликвидности, с которым столкнулись застройщики», так и ослабление требований к первоначальному взносу для покупателей жилья."
80,2,False,"Соответствующими планами Народный банк КНР и Комиссия по регулированию банковской и страховой деятельности Китая уже поделились с финансовыми организациями. Bloomberg эти меры называет «масштабнейшим пакетом по спасению рынка недвижимости». На этих новостях индекс Hang Seng Mainland Properties, отслеживающий стоимость акций китайских застройщиков, прибавил сегодня примерно 15%. ️ МВФ: перспективы для мировой экономики становятся все более мрачными Даже по сравнению с прошлым месяцем. Все потому, что материализуются риски замедления экономики, вызванные последствиями кризиса на Украине и продолжающейся инфляцией. Ранее, в октябре, МВФ снизил ожидания глобального роста экономики в следующем году с 2,9% до 2,7%. ️ Крупные технологические компании теряют влияние в S&P 500 Такую динамику в этом году заметил Bloomberg."
84,0,False,"""США ограничили экспорт чипов на Ближний Восток, а китайский застройщик Country Garden предупредил о дефолте Главные новости зарубежных рынков к этому утру • Фондовые индексы США растут четвертый день подряд По итогам вчерашней торговой сессии S&P 500 прибавил 0,5%, высокотехнологичный Nasdaq — 0,4%, а индекс Dow Jones — 0,1%. Участники рынка получили больше экономических данных, которые еще больше усилили надежды на то, что Федеральная резервная система США завершит цикл повышения процентных ставок. По данным Automatic Data Processing (ADP), в августе количество вакансий в частном секторе США выросло на 177 тыс., что намного ниже консенсус-прогноза аналитиков в 200 тыс. и значительно ниже июльского показателя в 371 тыс. Между тем оценка роста ВВП США во втором квартале 2023 года была пересмотрена в сторону понижения до 2,1% по сравнению с предыдущим значением в 2,4%."
84,1,False,"Между тем оценка роста ВВП США во втором квартале 2023 года была пересмотрена в сторону понижения до 2,1% по сравнению с предыдущим значением в 2,4%. • Рынки Азиатско-Тихоокеанского региона демонстрируют смешанную динамику Широкий индекс акций Азии (за исключением Японии) MSCI AC Asia ex Japan Index снизился сегодня на 0,4%, японский Nikkei прибавил примерно 1%, сингапурский STI увеличился на 0,5%, южнокорейский Kospi сократился на 0,4%, а китайский Shanghai Composite и гонконгский Hang Seng снизились на 0,7% и 0,5% соответственно. Инвесторы в регионе сохраняли сдержанный настрой после выхода новых экономических данных из Китая: в августе производственная активность во второй по величине экономике мира сократилась, это происходит пятый месяц подряд."
84,2,False,"• Китайский застройщик Country Garden предупредил о возможном дефолте Об этом в среду сообщили представители самой компании, сославшись на рекордный чистый убыток по итогам первого полугодия 2023 года в размере 51,5 млрд юаней ($7 млрд). Country Garden, которая в прошлом году была крупнейшим застройщиком жилья в Китае, заявила, что была застигнута врасплох глубиной и продолжительностью спада на рынке недвижимости, особенно в небольших китайских городах. Ранее, в начале августа, Country Garden пропустила выплаты процентов держателям некоторых своих облигаций, а также предупредила о возможности дефолта, если финансовые показатели компании продолжат ухудшаться. В настоящее время общий объем обязательств Country Garden составляет почти $200 млрд. На фоне многочисленных новостей о финансовых проблемах акции компании с начала года упали примерно на 67%."
84,3,False,"В настоящее время общий объем обязательств Country Garden составляет почти $200 млрд. На фоне многочисленных новостей о финансовых проблемах акции компании с начала года упали примерно на 67%. • США ограничили экспорт чипов в страны Ближнего Востока По данным Reuters, США расширили ограничение на экспорт чипов для технологий искусственного интеллекта в некоторые страны Ближнего Востока из соображений национальной безопасности. В какие именно страны Ближнего Востока вводится запрет на экспорт чипов для ИИ агентством Reuters не уточняется. Ограничения касаются чипов, которые производят компании NVIDIA и AMD. Представители компаний заявили, что новые требования со стороны властей США не окажут существенного влияния на их финансовые результаты."
84,4,False,"Представители компаний заявили, что новые требования со стороны властей США не окажут существенного влияния на их финансовые результаты. По мнению экспертов без американских чипов для ИИ, иностранные компании не смогут экономически эффективно выполнять передовые вычисления, необходимые для распознавания изображений и речи, а также для многих других задач в области искусственного интеллекта. #новости"""
85,0,False,"""Фондовые индексы США и Азии снижаются, а нефть продолжает дешеветь из-за угрозы замедления глобальной экономики Главные новости зарубежных рынков к этому утру Фондовые индексы США снизились в среду S&P 500 потерял 0,6%, высокотехнологичный Nasdaq — 0,8%, а индекс Dow Jones снизился на 0,3%. Все из-за растущих опасений о том, что Федеральная резервная система продолжит повышать процентные ставки, несмотря на замедление американского экономики. Давление на рынок также оказало падение акций Tesla в четверг почти на 10%: компания сообщила о сокращении квартальной прибыли на фоне снижения цен на электромобили."
85,1,False,"Давление на рынок также оказало падение акций Tesla в четверг почти на 10%: компания сообщила о сокращении квартальной прибыли на фоне снижения цен на электромобили. Рынки Азиатско-Тихоокеанского региона снижаются вслед за Уолл-стрит Широкий индекс акций Азии (за исключением Японии) MSCI AC Asia ex Japan Index потерял сегодня 0,6%, японский Nikkei подешевел на 0,2%, южнокорейский Kospi упал на 0,7%, сингапурский STI сократился на 0,2%, а китайский Shanghai Composite и гонконгский Hang Seng снизились на 1,1% и 0,6% соответственно. Blackstone: рынок ошибается, ожидая снижения ставок ФРС в ближайшее время По мнению президента Blackstone Джонатана Грея, Федеральная резервная система вряд ли начнет снижать процентные ставки в ближайшем будущем, поскольку инфляция в США все еще далека от целевого значения в 2%."
85,2,True,"Мартовский отчет об индексе потребительских цен показал, что инфляция достигла 5,2% в годовом исчислении. Грэй считает, что наиболее вероятный сценарий — повышение процентных ставок в мае на 0,25%, а затем длительное удержание их без изменений на высоком уровне. Политики ФРС встретятся 2-3 мая, чтобы принять решение по процентным ставкам. Нефть продолжает дешеветь из-за признаков замедления экономики США По итогам вчерашних торгов фьючерсы на Brent снизились на 2,5%, до $81,02 за баррель, а контракты на WTI потеряли 2,5%, до $77,2. На этом фоне отраслевой индекс S&P 500 Energy в четверг снизился на 1,4%, показав худшую динамику среди всех секторов в составе S&P 500. Среди акций крупных энергетических компаний США в лидерах падения в четверг: APA Corporation (-2,2%), Marathon Oil (-1,6%), ConocoPhillips (-1,4%) и Kinder Morgan (-1,4%)."
86,0,True,"""""Санта-ралли"": российский рынок, в среднем, растёт на 2% в Новый Год. #цифры С 28 декабря по 4 января индекс Мосбиржи, в среднем за последние 12 лет, рос на 2%. """
87,0,True,"""В России продлили требования по продаже валютной выручки экспортерами до конца года На что стоит обратить внимание сегодня Компании • Сбербанк: заседание совета директоров. На повестке вопрос рекомендации дивидендов за 2023 год. • Северсталь: публикация операционных и финансовых результатов по МСФО за первый квартал 2024 года. • Татнефть: заседание совета директоров. На повестке вопрос выплаты финальных дивидендов за 2023 год, а также проведения годового общего собрания акционеров. Ранее Татнефть выплатила дивиденды за девять месяцев 2023 года в размере 62,71 рубля на акцию. Фьючерсы (9:30) Сегодня утром фьючерсы на индекс Мосбиржи (+0,07%) и индекс РТС (+0,06%) умеренно растут. Валютный рынок (9:30) USD/RUB: 93,41 (-0,06%). EUR/RUB: 99,42 (+0,12%). CNY/RUB: 12,86 (+0,10%). Товарно-сырьевой рынок (9:30) Urals: 77,26 (-0,15%). Brent: 85,30 (+0,11%). Золото: 2 303,45 (-1,30%)."
87,1,True,"Валютный рынок (9:30) USD/RUB: 93,41 (-0,06%). EUR/RUB: 99,42 (+0,12%). CNY/RUB: 12,86 (+0,10%). Товарно-сырьевой рынок (9:30) Urals: 77,26 (-0,15%). Brent: 85,30 (+0,11%). Золото: 2 303,45 (-1,30%). Газ: 1,786 (-0,61%). Что еще • Власти решили продлить требования по продаже валютной выручки до конца 2024 года. Сами нормативные требования при этом не поменяются. В настоящее время отдельные российские экспортеры (43 группы компаний) обязаны зачислять на свои счета в банках РФ не менее 80% валютной выручки в течение 60 дней с момента ее получения. Затем в течение двух недель они должны продать на внутреннем рынке не менее 90% зачисленной валюты. • Роснано договорилось с банками-кредиторами (Совкомбанк, Банк Санкт-Петербург, Промсвязьбанк и др.) о досрочном погашении долга компании с дисконтом в 20%."
87,2,True,"• Роснано договорилось с банками-кредиторами (Совкомбанк, Банк Санкт-Петербург, Промсвязьбанк и др.) о досрочном погашении долга компании с дисконтом в 20%. Это позволит Роснано сократить потребность в восстановлении отложенной ликвидности примерно на 21 млрд рублей, досрочно погасить почти весь «исторический» долг и сосредоточиться на перспективной фазе стратегии. По оценкам экспертов, благодаря дисконту в 20% компания при погашении всего долга сможет сэкономить порядка 8 млрд рублей, а также еще около 13 млрд рублей составит экономия при погашении процентов и купонов по облигациям. • По итогам первого квартала 2024 года Россия заработала рекордные $125 млн на поставках зерна в Китай. Это в 1,7 раза больше, чем годом ранее. В январе — марте этого года поставки российской пшеницы в КНР выросли в 12 раз, ячменя — в 8,4 раза, а овса — в 2,7 раза."
87,3,True,"Это в 1,7 раза больше, чем годом ранее. В январе — марте этого года поставки российской пшеницы в КНР выросли в 12 раз, ячменя — в 8,4 раза, а овса — в 2,7 раза. Единственной культурой, поставки которой уменьшились (на фоне высокого спроса в других странах Азии), стала кукуруза — в 3,8 раза. #новости"""
89,0,True,"""​​Как прошел май для долгового рынка? Российский долговой рынок в мае пережил существенное снижение на фоне продолжающегося пересмотра рынком ожиданий по траектории ключевой ставки. Напомним, что в конце апреля Банк России провел очередное заседание, на котором сохранил ключевую ставку на уровне 16% годовых, при этом дал довольно жесткий сигнал. В мае вербальные интервенции со стороны регулятора продолжились, а в данных по кредитованию и инфляции не оказалось позитива. Участники рынка стали закладывать в свои ожидания дополнительные повышения на летних заседаниях ЦБ до 17—18% годовых. ️На этом фоне по итогам месяца вся кривая доходностей ОФЗ сместилась вверх на 50—170 б.п. (в зависимости от участка кривой). Тем временем доходности 10-летних ОФЗ вплотную приблизились к 15%, а индекс полной доходности гособлигаций (RGBITR) в очередной раз оказался в красной зоне, снизившись на 4,6%."
89,1,True,"Тем временем доходности 10-летних ОФЗ вплотную приблизились к 15%, а индекс полной доходности гособлигаций (RGBITR) в очередной раз оказался в красной зоне, снизившись на 4,6%. ️В то же время корпоративный долг был переоценен еще сильнее. Кредитные спреды за месяц расширились в среднем почти на 100 б.п., превысив среднеисторический уровень в полтора раза. Это привело к тому, что доходность к погашению (YTM) индекса Cbonds CBI RU Total Market Investable (включает бумаги эмитентов с кредитным рейтингом от BB+ до AAA по нац. шкале) превысила 18,5%, отражая существенный запас для снижения в будущие кварталы по мере стабилизации инфляции около целевого уровня (4%). Какую динамику показывает фонд TBRU Наш фонд на облигации TBRU за май снизился на 1,3%. При этом доходность фонда с начала года остается положительной (+2,4%)."
89,3,True,"Что будет дальше Мы не исключаем, что на предстоящем заседании Банк России может повысить ключевую ставку, однако это не является нашим базовым прогнозом. ️В любом случае, по нашим оценкам, для долгового рынка повышение ключевой ставки на 1—2 п.п. уже не должно стать значимым сюрпризом, поскольку рынок активно переоценивался в последние недели. ️А вот сохранение ставки на текущем уровне даже с жестким комментарием может выступить некоторым драйвером роста инструментов с фиксированной доходностью сразу после заседания. Что касается длинных ОФЗ, то на них в последнюю неделю благоприятно влияет приостановка аукционов Минфина по размещению. Министерству явно некомфортно занимать под 15% годовых, поэтому оно ждет пятничного решения ЦБ. В случае, если рост доходностей ОФЗ продолжится на следующей неделе, мы не исключаем, что Минфин прибегнет к заимствованиям через флоатеры."
89,4,True,"В случае, если рост доходностей ОФЗ продолжится на следующей неделе, мы не исключаем, что Минфин прибегнет к заимствованиям через флоатеры. Тем не менее дюрация, по нашему мнению, выглядит уже привлекательно, и мы постепенно начинаем формировать позиции в долгосрочных ОФЗ, при этом сохраняя позиции и в корпоративных флоатерах. Михаил Иванов, Управляющий активами на долговых рынках #россия #облигации"""
90,0,True,""" Скоро узнаем о редомицилляции и дивидендах в Распадской (RASP)? #аналитика 10 августа Распадская отчитается по МСФО за 1п2023. Компания также проведёт конференц-звонок, на котором может прокомментировать возможный переезд Evraz’а в РФ и возвращение к выплате дивидендов. Вступает в действие «Закон Евраза»: Путин 4 августа подписал закон, который упрощает переход в юрисдикцию России экономически значимых компаний. 93.24% Распадской принадлежит Евразу, который сейчас зарегистрирован на острове Джерси, и может переехать благодаря новому закону. С переездом Евраза у Распадской появится возможность и желание платить дивиденды. ️С учётом пропущенных выплат Распадская может выплатить до 110 руб./акцию, 32% дивдоходности. """
