doc_id,chunk_id,is_macro,chunk_text
12,0,False,"""​​Рынки оценивают данные по инфляции в США, а число банкротств во всем мире на максимумах с 2009 года Главные новости зарубежных рынков к этому утру • Фондовые индексы США завершили среду разнонаправленно S&P 500 вырос на 0,1%, высокотехнологичный Nasdaq увеличился на 0,3%, а индекс Dow Jones снизился на 0,2%. На настроения Уолл-стрит повлияли свежие данные по потребительской инфляции в США, которые могут сказаться на дальнейших действиях американского регулятора относительно процентных ставок. Отчет Бюро статистики труда США показал больший, чем ожидалось, скачок инфляции в прошлом месяце: цены в стране выросли на 0,6% в месячном исчислении и на 3,7% в годовом исчислении. Экономисты, опрошенные Dow Jones, ожидали роста инфляции до 3,6% в годовом выражении. По мнению экспертов, последний скачок инфляции в США был вызван недавним ростом цен на энергоносители."
12,1,False,"Экономисты, опрошенные Dow Jones, ожидали роста инфляции до 3,6% в годовом выражении. По мнению экспертов, последний скачок инфляции в США был вызван недавним ростом цен на энергоносители. • Рынки Азиатско-Тихоокеанского региона в основном растут Широкий индекс акций Азии (за исключением Японии) MSCI AC Asia ex Japan Index вырос сегодня на 0,5%, японский Nikkei прибавил 1,2%, южнокорейский Kospi подорожал на 0,9%, сингапурский STI увеличился на 0,5%, китайский Shanghai Composite вырос на 0,1%, а гонконгский Hang Seng снизился на 0,2%. Азиатские фондовые индексы в основном выросли в четверг, поскольку инвесторы в регионе полагают, что незначительный рост инфляции в США вряд ли приведет к повышению процентных ставок в стране."
12,2,False,"Азиатские фондовые индексы в основном выросли в четверг, поскольку инвесторы в регионе полагают, что незначительный рост инфляции в США вряд ли приведет к повышению процентных ставок в стране. • В августе корпоративные дефолты достигли рекордного уровня с 2009 года По данным S&P Global, по состоянию на конец августа 2023 года глобальное количество корпоративных дефолтов подскочило до 107. При этом только в августе было зафиксировано 16 дефолтов, что является самым высоким месячным показателем с 2009 года, когда в мире бушевал глобальный экономический кризис. Между тем большинство дефолтов в августе произошло в США и Европе, где наблюдался заметный рост числа корпоративных банкротств по сравнению с предыдущим месяцем. В S&P Global также отметили, что на сектор средств массовой информации и развлечений приходится треть дефолтов в США и 25% от общего числа банкротств в августе."
12,3,False,"В S&P Global также отметили, что на сектор средств массовой информации и развлечений приходится треть дефолтов в США и 25% от общего числа банкротств в августе. • J.P. Morgan: индекс S&P 500 переоценен По мнению аналитиков из крупнейшего американского банка, после большого ралли фондового рынка США в этом году дальнейший рост рынка акций может оказаться под давлением из-за высоких процентных ставок. В J.P. Morgan также отметили, что индекс S&P 500 переоценен, если исключить фискальное стимулирование во время и после пандемии COVID-19, а также «пузырь» в высокотехнологичном секторе США. Еще одним встречным ветром для дальнейшего роста индекса S&P 500 эксперты называют растущий глобальный долг. #новости"""
13,0,False,""" Дивиденды Лукойла (LKOH) продолжают расти и по итогам 2023 года могут обновить исторический максимум. #шок_новости  Лукойл может заплатить дивиденд 677 рублей на акцию, 9% дивдоходности за 2 полугодие 2023 года:  """
14,0,True,"""Сегодня крупнейшее дневное падение Сбера (SBER) с начала года. #шок_новости SBER -3% *дивгэп не в счёт   """
15,0,True,"""️️️ Скрытые от рынка апсайды, такие как новые бренды и рекордные продажи грузовиков Камаза (KMAZ) могут повысить капитализацию компании на 35% до 230 рублей за акцию. #аналитика #хайпердрайв Вчера был презентован новый российский электромобильный проект Атом. Этот проект частично принадлежит Камазу и может увеличить EBITDA Камаза на 60-120%. Старт массового производства электромобиля Атом запланирован на 2023 год, целевой объём производства 200 тысяч автомобилей в год. По информации источников РДВ, доля Камаза в проекте составляет от 25% до 50%. Проект Атом может значительно увеличить финансовые результаты Камаза: +40-80% к выручке и +60-120% к EBITDA. Если сложить текущий бизнес Камаза, долю в проекте Атом и участие Камаза в проекте Москвич, то после 2025 года Камаз может выйти на уровень EBITDA 50-65 млрд рублей в год — это половина текущей капитализации Камаза."
15,1,False,"При такой EBITDA справедливая цена акций Камаза сейчас составляет 230 рублей, считает источник РДВ. """
16,0,True,"""Транзит российского газа в Узбекистан к 2026 году может увеличиться в четыре раза На что стоит обратить внимание сегодня Компании • Positive Technologies: публикация предварительных финансовых результатов по МСФО за 2023 год. По итогам 2022 года выручка компании по МСФО выросла на 95%, до 13,8 млрд рублей, по сравнению с 7,1 млрд рублей годом ранее. Чистая прибыль за тот же период выросла более чем в три раза и составила 6,1 млрд рублей против 1,9 млрд в 2021 году. • РусГидро: публикация финансовых результатов по МСФО за 2023 год. По итогам 2022 года выручка компании по МСФО с учетом государственных субсидий выросла на 1,8%, до 468,5 млрд рублей, по сравнению с 460,1 млрд рублей в 2021 году. Чистая прибыль за тот же период снизилась на 54,1% и составила 19,3 млрд рублей против 42,1 млрд годом ранее. • HeadHunter Group: ожидается публикация финансовых результатов по МСФО за 2023 год."
16,1,False,"Чистая прибыль за тот же период снизилась на 54,1% и составила 19,3 млрд рублей против 42,1 млрд годом ранее. • HeadHunter Group: ожидается публикация финансовых результатов по МСФО за 2023 год. По итогам 2022 года выручка компании по МСФО выросла на 13%, до 18,1 млрд рублей, по сравнению с 16,0 млрд рублей годом ранее. Чистая прибыль за тот же период сократилась на 32,8% и составила 3,7 млрд рублей против 5,5 млрд в 2021 году. Фьючерсы (9:30) Сегодня утром фьючерсы на индекс Мосбиржи (+0,04%) и индекс РТС (+0,03%) торгуются практически без изменений. Валютный рынок (9:30) USD/RUB: 90,67 (+0,17%). EUR/RUB: 98,51 (-0,14%). CNY/RUB: 12,55 (-0,09%). Товарно-сырьевой рынок (9:30) Urals: 70,26 (+0,37%). Brent: 82,02 (+0,34%). Золото: 2 125,91 (-0,11%). Газ: 1,964 (-0,56%). Что еще • Совет директоров Московской биржи рекомендовал выплату дивидендов по итогам 2023 года."
